"var","prov","zone","year","mean","lci","uci","Description_En","Description_Fr","Prov_En","Prov_Fr"
"ACTIOT","CAN",NA,2021,11516,10916,12172,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2020,11436,10873,12017,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2019,11486,10970,12018,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2018,11721,11235,12241,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2017,12204,11685,12771,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2016,12989,12427,13548,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2015,13701,13099,14320,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2014,13702,13115,14336,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2013,13672,13089,14256,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2012,12364,11852,12884,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2011,11738,11258,12209,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2010,11066,10567,11560,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2009,11560,11094,12043,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2008,12221,11759,12721,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2007,12312,11846,12804,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2006,12572,12114,13054,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2005,12682,12197,13155,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2004,13034,12560,13522,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2003,13699,13224,14174,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2002,14363,13889,14871,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2001,14852,14348,15360,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,2000,16288,15711,16852,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1999,17240,16691,17826,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1998,18420,17820,19036,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1997,19164,18511,19784,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1996,23066,22358,23788,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1995,24762,24003,25553,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1994,28041,27203,28939,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1993,29854,28934,30767,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1992,32054,31115,32981,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1991,34505,33468,35552,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1990,36054,34963,37133,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1989,37296,36167,38384,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1988,38124,37002,39242,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1987,42838,41492,44212,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1986,45841,44545,47211,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1985,45699,44380,47056,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1984,51080,49652,52568,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1983,53608,52084,55160,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1982,57659,55890,59495,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1981,58757,56904,60635,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1980,61945,60115,63862,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1979,60981,59162,62796,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1978,67618,65666,69631,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1977,65294,63289,67276,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIOT","CAN",NA,1976,61684,59496,63832,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2021,99323,97954,100669,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2020,97422,96229,98613,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2019,112525,111319,113713,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2018,115689,114450,116902,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2017,119536,118306,120804,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2016,126874,125570,128186,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2015,132423,131051,133710,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2014,134313,132833,135714,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2013,134093,132686,135571,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2012,127827,126537,129121,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2011,124784,123562,126031,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2010,122692,121509,123897,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2009,122651,121442,123819,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2008,126317,125148,127522,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2007,125202,124111,126301,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2006,124083,122985,125138,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2005,125615,124542,126691,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2004,130247,129193,131347,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2003,131968,130901,133021,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2002,133646,132601,134695,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2001,139962,138912,141022,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,2000,150334,149266,151373,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1999,155912,154829,156974,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1998,160228,159095,161336,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1997,165424,164262,166548,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1996,180667,179408,181912,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1995,185768,184462,187041,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1994,197666,196274,199058,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1993,200981,199583,202463,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1992,206789,205195,208342,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1991,220074,218419,221707,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1990,232749,230957,234406,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1989,237116,235236,238897,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1988,242272,240430,244047,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1987,267470,265443,269361,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1986,298074,296029,300097,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1985,294037,292001,296101,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1984,322206,319935,324512,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1983,342993,340567,345416,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1982,359207,356325,361848,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1981,356720,354050,359504,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1980,389048,386361,391754,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1979,391724,388977,394530,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1978,412228,409452,414997,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1977,413281,410413,416224,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"ACTIWF","CAN",NA,1976,390550,387434,393647,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Canada","Canada"
"COOTK","CAN",NA,2021,3076,2408,3972,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2020,2997,2353,3788,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2019,2840,2273,3539,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2018,2815,2268,3491,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2017,2858,2313,3515,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2016,2956,2381,3649,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2015,2958,2396,3639,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2014,2846,2319,3479,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2013,2800,2291,3419,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2012,2640,2157,3182,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2011,2567,2117,3076,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2010,2487,2048,2970,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2009,2574,2153,3052,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2008,2809,2357,3321,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2007,2907,2454,3406,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2006,2877,2442,3356,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2005,2948,2520,3433,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2004,3155,2693,3649,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2003,3430,2915,4000,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2002,3823,3279,4442,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2001,4193,3589,4881,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,2000,5087,4357,5963,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1999,5802,4974,6759,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1998,6704,5764,7806,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1997,7388,6297,8648,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1996,9083,7803,10585,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1995,9660,8318,11280,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1994,10983,9457,12812,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1993,12454,10680,14468,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1992,14509,12415,17115,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1991,16237,13851,19011,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1990,18171,15468,21388,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1989,19678,16826,23306,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1988,20801,17730,24794,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1987,23612,20077,27607,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1986,25534,22055,29556,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1985,25085,21683,28951,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1984,29627,25715,33969,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1983,32476,28081,37452,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1982,32681,28246,37685,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1981,33734,29382,38884,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1980,35888,31629,40971,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1979,34684,30476,39671,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1978,37775,33242,42984,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1977,36250,31607,41505,"Coot harvest","Prises de foulques","Canada","Canada"
"COOTK","CAN",NA,1976,33951,29273,39587,"Coot harvest","Prises de foulques","Canada","Canada"
"CRANK","CAN",NA,2021,2538,1535,4117,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2020,2369,1409,3887,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2019,2770,1727,4307,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2018,3191,2086,4854,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2017,3000,1947,4592,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2016,3838,2398,5822,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2015,3756,2317,5851,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2014,3722,2351,5686,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2013,3563,2190,5581,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2012,3346,2012,5321,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2011,3333,2041,5222,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2010,2710,1624,4341,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2009,2496,1531,3944,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2008,2930,1839,4604,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2007,3446,2342,5049,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2006,3643,2411,5409,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2005,3291,2170,4874,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2004,2634,1710,3946,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2003,2346,1541,3373,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2002,2075,1392,3029,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2001,1883,1312,2658,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,2000,1481,1003,2048,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1999,1514,1059,2131,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1998,1570,1069,2220,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1997,1489,1005,2157,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1996,1531,1059,2156,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1995,1302,893,1859,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1994,1239,837,1742,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1993,1094,744,1529,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1992,1477,1040,2049,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1991,1503,1050,2121,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1990,1827,1297,2530,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1989,2284,1612,3234,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1988,1695,1165,2385,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1987,1805,1231,2571,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1986,1571,1073,2196,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1985,1256,850,1814,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1984,1193,795,1678,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1983,1189,801,1709,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1982,1183,801,1650,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1981,1307,886,1862,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1980,1402,968,1974,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1979,1098,740,1556,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1978,1110,712,1604,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1977,851,522,1294,"Crane harvest","Prises de grues","Canada","Canada"
"CRANK","CAN",NA,1976,869,503,1373,"Crane harvest","Prises de grues","Canada","Canada"
"DAYOT","CAN",NA,2021,53148,49129,57598,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2020,52920,49213,56955,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2019,53076,49541,56576,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2018,54439,50914,58147,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2017,57765,54199,61649,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2016,61779,57907,65850,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2015,65034,61131,69141,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2014,65459,61349,69719,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2013,66501,62382,70786,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2012,62103,58380,66098,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2011,59796,56174,63369,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2010,56584,52943,60209,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2009,59459,56108,63185,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2008,62743,59214,66475,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2007,63063,59681,66618,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2006,64526,61124,68177,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2005,65738,62143,69379,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2004,68529,64901,72358,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2003,73850,69715,77837,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2002,79942,75725,84465,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2001,80582,76216,84996,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,2000,89963,85316,94766,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1999,96463,91547,101516,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1998,104291,98868,109970,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1997,107528,101807,113227,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1996,131806,125369,138837,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1995,141344,134480,148401,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1994,158814,151193,166887,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1993,171942,163482,180604,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1992,186127,177456,195138,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1991,197701,188223,207174,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1990,207356,197144,217427,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1989,213164,203106,223221,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1988,214762,204118,225613,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1987,247571,235416,260589,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1986,265282,253370,277961,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1985,258833,246698,271698,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1984,288343,275598,302374,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1983,304191,290091,319139,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1982,317592,301991,334451,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
