"var","prov","zone","year","mean","lci","uci","Description_En","Description_Fr","Prov_En","Prov_Fr"
"ACTIWF","ON",1,2014,10979,10565,11369,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2013,10715,10291,11110,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2012,9933,9564,10297,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2011,9921,9581,10280,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2010,10135,9800,10465,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2009,9668,9341,9995,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2008,9956,9639,10276,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2007,9740,9414,10045,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2006,10408,10064,10742,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2005,10184,9856,10515,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2004,11235,10889,11577,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2003,11602,11260,11921,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2002,12067,11745,12404,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2001,12532,12168,12891,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,2000,13992,13607,14378,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1999,14320,13923,14712,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1998,15735,15298,16161,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1997,16270,15835,16704,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1996,18599,18109,19086,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1995,18172,17692,18644,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1994,19179,18662,19691,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1993,20604,20068,21157,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1992,21852,21269,22453,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1991,20258,19647,20858,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1990,22003,21294,22663,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1989,21526,20825,22198,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1988,21007,20329,21648,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1987,22419,21738,23109,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1986,24138,23402,24849,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1985,23440,22719,24141,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1984,25432,24622,26169,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1983,24799,24038,25536,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1982,24907,24151,25667,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1981,25717,24975,26442,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1980,26768,26024,27489,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1979,26781,25989,27520,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1978,29218,28468,29994,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1977,28673,27870,29472,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"ACTIWF","ON",1,1976,27228,26345,28097,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Ontario","Ontario"
"COOTK","ON",1,2021,244,112,467,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2020,254,125,458,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2019,254,132,447,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2018,249,127,432,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2017,241,119,428,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2016,222,102,398,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2015,205,90,363,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2014,215,91,393,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2013,203,85,373,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2012,141,59,260,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2011,140,61,254,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2010,133,59,240,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2009,144,63,262,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2008,144,66,257,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2007,140,65,249,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2006,190,92,329,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2005,219,113,372,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2004,250,131,419,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2003,301,164,505,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2002,361,191,601,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2001,405,221,678,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,2000,541,303,903,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1999,577,332,955,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1998,693,404,1143,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1997,851,506,1418,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1996,1183,709,1915,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1995,1358,833,2158,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1994,1531,946,2423,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1993,1758,1046,2744,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1992,2132,1305,3307,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1991,2179,1318,3422,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1990,2256,1365,3622,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1989,2197,1313,3563,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1988,2153,1285,3453,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1987,2708,1635,4265,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1986,2835,1784,4404,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1985,2586,1617,4107,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1984,2992,1830,4726,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1983,3106,1884,5003,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1982,3171,1990,4944,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1981,3093,1910,4775,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1980,3195,1981,4898,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1979,3369,2107,5282,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1978,4202,2678,6558,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1977,3597,2176,5777,"Coot harvest","Prises de foulques","Ontario","Ontario"
"COOTK","ON",1,1976,3761,2227,6271,"Coot harvest","Prises de foulques","Ontario","Ontario"
"DAYOT","ON",1,2021,6854,5555,8317,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2020,7278,5989,8751,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2019,7245,5983,8646,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2018,7529,6192,8996,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2017,7741,6379,9401,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2016,7999,6483,9759,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2015,7908,6439,9578,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2014,8623,7085,10409,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2013,8145,6656,9809,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2012,5586,4466,6805,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2011,5284,4252,6527,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2010,4753,3751,5914,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2009,5070,4132,6248,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2008,4831,3888,5921,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2007,4544,3647,5547,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2006,5797,4796,7007,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2005,5996,4900,7260,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2004,6343,5216,7658,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2003,6791,5615,8154,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2002,7411,6203,8886,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2001,7644,6183,9357,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,2000,9110,7501,11028,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1999,9116,7454,11067,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1998,10927,8992,13267,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1997,12206,10134,14630,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1996,15472,12880,18304,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1995,16781,14092,20082,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1994,18615,15605,21903,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1993,22569,19065,26903,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1992,26257,22467,30660,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1991,24424,20577,28537,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1990,24680,20777,28988,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1989,24322,20526,28552,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1988,24230,20284,28681,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1987,30681,25751,36323,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1986,32035,27252,37785,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1985,27015,22639,31739,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1984,30727,25781,35954,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1983,31690,26553,37491,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1982,31711,27069,36884,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1981,31846,27240,36837,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1980,34339,29613,39308,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1979,34415,29432,39682,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1978,43583,37936,49959,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1977,40309,34518,46394,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYOT","ON",1,1976,40603,34767,47672,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2021,46336,42527,50514,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2020,52528,48741,56539,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2019,57569,53864,61562,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2018,61648,57538,65806,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2017,62093,57851,66464,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2016,69146,64632,73906,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2015,74848,69995,80392,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2014,76168,71075,81766,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2013,74677,69478,79922,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2012,69480,65059,74143,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2011,71755,67187,76684,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2010,72665,68013,77365,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2009,69211,64759,73819,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2008,72717,68145,77543,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2007,66232,62114,70454,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2006,75274,71138,80017,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2005,73186,68766,77588,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2004,80200,75458,84875,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2003,87359,82411,92334,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2002,92737,87874,98110,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2001,97593,92421,103322,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,2000,106271,100536,112342,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1999,110130,104171,116361,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1998,122365,115669,129115,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1997,130934,124130,138554,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1996,148067,140593,155857,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1995,146270,138493,153838,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1994,160189,151583,168837,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1993,171031,162287,180111,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1992,175710,166309,184904,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1991,166432,156713,176116,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1990,187299,176739,198509,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1989,181940,171780,192810,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1988,178692,167826,189038,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1987,198292,186961,209966,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1986,210982,199223,223098,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1985,208877,197524,221130,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1984,220869,208588,233346,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1983,212987,201200,225143,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1982,213985,202383,226271,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1981,219525,207770,231300,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1980,231596,219968,243994,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1979,230568,218290,243203,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1978,250570,237526,263993,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1977,237960,224681,251703,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DAYWF","ON",1,1976,231889,218148,246819,"Waterfowl hunting days","Jours de chasse de sauvagine","Ontario","Ontario"
"DOVEK","ON",1,2021,11276,8463,14640,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2020,12123,9309,15451,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2019,12107,9356,15495,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2018,12268,9388,15662,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2017,12293,9462,15707,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2016,12353,9552,15874,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2015,11850,9054,15096,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2014,12540,9614,15985,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2013,11291,8156,14684,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2012,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2011,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2010,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2009,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2008,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2007,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2006,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2005,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2004,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2003,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2002,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2001,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,2000,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1999,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1998,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1997,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1996,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1995,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1994,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1993,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1992,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1991,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1990,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1989,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1988,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1987,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1986,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1985,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1984,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1983,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1982,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1981,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1980,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1979,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1978,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1977,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"DOVEK","ON",1,1976,0,0,0,"Dove harvest","Prises de tourterelles","Ontario","Ontario"
"SNIPK","ON",1,2021,35,11,78,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2020,35,12,75,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2019,36,14,76,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2018,43,18,85,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2017,44,17,86,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2016,47,19,92,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2015,48,19,96,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2014,54,20,107,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2013,56,21,113,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2012,47,19,93,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2011,51,21,102,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2010,57,24,109,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2009,75,34,145,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
"SNIPK","ON",1,2008,84,40,160,"Snipe harvest","Prises de bécassines","Ontario","Ontario"
