"var","year","mean","lci","uci","prov","zone","Description_En","Description_Fr"
"SUTODU",1991,2620,2476,2763,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,1923,1800,2039,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,2052,1936,2170,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,2047,1929,2160,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,2153,2032,2272,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,2256,2131,2385,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,1743,1642,1843,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,1859,1756,1963,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,1672,1577,1770,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,1718,1625,1815,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,1577,1486,1664,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,1325,1253,1392,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,1413,1340,1487,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,1157,1090,1222,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,1159,1094,1222,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,1166,1102,1231,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,1111,1038,1181,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,1158,1079,1235,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,1076,995,1154,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,1046,971,1119,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,1150,1063,1234,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,1144,1059,1226,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,1215,1126,1305,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,1102,1017,1185,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,1123,1038,1210,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,1013,930,1095,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,841,769,912,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2018,777,704,849,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2019,821,733,912,"NS",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1976,405,372,440,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1977,424,392,455,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1978,415,383,444,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1979,342,314,368,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1980,386,354,415,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1981,380,346,412,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1982,360,326,392,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1983,349,314,381,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1984,426,385,464,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1985,313,278,345,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1986,308,273,341,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1987,223,198,246,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1988,211,187,234,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1989,169,148,187,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1990,181,160,200,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1991,163,145,179,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,146,131,161,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,141,128,155,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,134,121,147,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,141,127,156,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,135,120,150,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,120,108,133,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,120,106,133,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,128,112,143,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,108,92,121,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,106,95,118,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,105,91,118,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,117,102,132,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,99,87,112,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,79,67,90,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,82,68,94,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,77,64,89,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,78,65,91,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,87,71,102,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,113,92,131,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,135,113,155,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,111,91,129,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,123,101,143,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,163,135,191,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,139,115,163,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,155,127,181,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,110,87,130,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2018,103,81,124,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2019,102,79,123,"NT",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1976,20778,19929,21649,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1977,21335,20539,22108,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1978,21923,21180,22691,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1979,20207,19462,20911,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1980,20309,19613,20991,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1981,19418,18744,20117,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1982,18730,18029,19468,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1983,18915,18197,19654,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1984,19528,18793,20308,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1985,17994,17307,18697,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1986,18326,17676,18987,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1987,16806,16142,17481,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1988,15359,14677,16023,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1989,15879,15241,16478,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1990,16174,15548,16793,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1991,14893,14318,15445,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,16033,15461,16588,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,15337,14775,15877,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,14164,13672,14667,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,13368,12906,13841,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,13751,13292,14231,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,11925,11510,12336,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,11337,10908,11748,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,10283,9911,10649,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,9949,9582,10313,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,8874,8534,9227,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,8653,8347,8968,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,8359,8037,8675,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,8046,7736,8369,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,7093,6798,7391,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,7255,6948,7545,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,6487,6182,6779,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,6537,6217,6838,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,6246,5921,6543,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,6673,6337,6997,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,6605,6283,6924,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,6554,6224,6896,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,6987,6625,7358,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,7383,6992,7774,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,7253,6875,7634,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,6778,6407,7144,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,6264,5925,6605,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2018,6465,6129,6796,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2019,6164,5831,6501,"ON",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1976,52083,50192,53998,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1977,56884,55115,58642,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1978,58664,56944,60427,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1979,54408,52765,56004,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1980,53890,52312,55472,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1981,51457,49899,53002,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1982,50400,48897,51925,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1983,49141,47947,50299,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1984,49135,48009,50212,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1985,45494,44436,46517,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1986,44913,43908,45927,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1987,43093,42054,44158,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1988,38132,37162,39082,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1989,35475,34571,36383,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1990,35017,34121,35906,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1991,32713,31813,33592,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,30749,29887,31587,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,29759,28963,30577,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,27763,26986,28524,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,25442,24772,26105,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,23969,23319,24612,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,22067,21456,22661,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,21600,21014,22202,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,20748,20165,21343,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,19434,18855,20007,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,18171,17642,18697,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,18136,17523,18733,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,17529,16929,18143,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,17029,16398,17654,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,16161,15568,16763,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,15437,14814,16058,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,15871,15259,16486,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,16099,15471,16728,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,15991,15289,16654,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,16179,15510,16858,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,16837,16151,17511,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,16983,16273,17690,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,18007,17227,18792,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,17688,16899,18472,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,17157,16377,17916,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,15736,15001,16459,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,15053,14369,15747,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2018,14238,13564,14922,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2019,13484,12783,14207,"ON",2,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1976,13972,13385,14557,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1977,16433,15843,17014,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1978,14953,14474,15457,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1979,15324,14834,15810,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1980,15404,14908,15884,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1981,13992,13484,14465,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1982,15160,14643,15645,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1983,14540,14069,15017,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1984,15882,15381,16399,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1985,15011,14540,15486,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1986,14597,14146,15042,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1987,12641,12235,13044,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1988,12146,11765,12513,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1989,12412,12024,12787,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1990,11868,11501,12255,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1991,10754,10395,11095,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,9461,9154,9759,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,8809,8519,9103,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,8180,7901,8453,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,7269,7029,7518,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,6557,6343,6787,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,5571,5376,5767,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,5451,5254,5641,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,5149,4961,5329,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,4340,4167,4505,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,3440,3294,3580,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,3367,3205,3530,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,3284,3121,3448,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,3240,3081,3400,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,2964,2807,3115,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,2983,2833,3130,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,2912,2760,3065,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,2923,2759,3083,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,2779,2624,2931,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,2606,2458,2760,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,2510,2354,2665,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,2541,2373,2700,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,2647,2470,2824,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,2787,2597,2974,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,2865,2661,3056,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,2724,2538,2902,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,2615,2433,2791,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2018,2256,2088,2418,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2019,2369,2170,2554,"ON",3,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1976,3434,3211,3650,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1977,3650,3445,3854,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1978,3705,3504,3900,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1979,3254,3040,3455,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1980,3377,3202,3552,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1981,3394,3215,3573,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1982,3478,3288,3667,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1983,3699,3488,3924,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1984,3626,3402,3849,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1985,3280,3069,3487,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1986,3518,3289,3740,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1987,3163,2949,3384,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1988,2913,2700,3108,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1989,2644,2366,2880,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1990,2546,2316,2758,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1991,2501,2295,2696,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1992,2062,1889,2228,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1993,2180,2002,2347,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1994,2016,1850,2164,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1995,2079,1924,2235,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1996,2135,1982,2292,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1997,1955,1799,2098,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1998,1706,1554,1847,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",1999,1728,1589,1862,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2000,1682,1550,1819,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2001,1586,1458,1710,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2002,1494,1392,1599,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2003,1397,1297,1494,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2004,1108,1020,1191,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2005,1255,1163,1348,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2006,967,895,1039,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2007,1013,928,1100,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2008,923,837,1005,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2009,1039,940,1134,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2010,1175,1073,1277,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2011,1127,1029,1231,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2012,1124,1023,1230,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2013,1105,1003,1206,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2014,1041,941,1141,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2015,1013,910,1111,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2016,875,773,971,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
"SUTODU",2017,704,609,790,"PE",1,"Successful ducks hunters (total)","Chasseurs avec prises de canards (total)"
